Edge Coord
a211 (773.165,1831.68,1.895)
a21a (813.639,1432.76,1.895)
a21b (801.416,1456.26,1.895)
a22 (760.245,1561.7,1.895)
a24 (702.173,1702.17,1.895)
a3 (1790.97,1130.62,1.895)
a31 (1960.94,1362.02,1.895)
a32 (1019.57,1843.72,1.895)
a34 (1907.12,1300.15,1.895)
a35 (1064.4,1699.08,1.895)
a36 (947.893,1683.38,1.895)
a37 (820.974,1698.13,1.895)
a38 (930.547,1680.48,1.895)
a39 (1103.9,1711.69,1.895)
a40 (1077.36,1706.14,1.895)
a41 (1125.58,1722.36,1.895)
a42 (1156.57,1728.56,1.895)
a43[0] (1965.4,1483.99,1.895)
a43[1] (1962.69,1444.89,1.895)
a44 (917.236,1811.66,1.895)
a45 (900.128,1862.85,1.895)
a46 (1850.37,1358.32,1.895)
a50 (805.789,1686.88,1.895)
a53[0] (845.782,1407.11,1.895)
a53[1][0] (842.152,1382.78,1.895)
a53[1][1][0] (833.569,1381.26,1.895)
a53cd (833.756,1415.83,1.895)
a54 (1854.26,890.269,1.895)
a55 (2125.96,998.97,1.895)
a55b (1859.93,875.876,1.895)
a56a (774.849,1428.41,1.895)
a56b (796.18,1420.78,1.895)
a57[0] (1684.03,1546.83,1.895)
a57[1] (1512.83,1599.73,1.895)
a58[0] (1481.35,1608.55,1.895)
a58[1] (1526.49,1600.28,1.895)
a59 (796.662,1487.85,1.895)
a60 (1727.36,1642.6,1.895)
a61 (1400.84,1795.21,1.895)
a62 (1466.81,1619.2,1.895)
a65 (1802.67,1509.62,1.895)
a66 (1710.89,1541.77,1.895)
a67 (944.511,1108.95,1.895)
a68 (912.962,1204.56,1.895)
a69 (1193.06,1141.24,1.895)
a71 (1025.4,1081.34,1.895)
a72[0] (970.762,1092.37,1.895)
a72[1] (1145.25,1128.07,1.895)
a74 (915.371,1220.07,1.895)
a77[0] (904.124,1378.26,1.895)
a77[1][0] (816.993,1382.51,1.895)
a77[1][1] (790.585,1411.54,1.895)
a77ab (813.11,1407.03,1.895)
