Edge Coord Position-Lane Info
:a27_10 (1917.24,1369.17,1.895) 0.0141146 car[10]_at:91.1_Dist:0.363361 car[272]_at:181.1_Dist:0.308747 car[622]_at:361_Dist:0.138572 car[1932]_at:814.8_Dist:0.019439 car[3035]_at:1117.1_Dist:0.014115
:a27_11 (1922.24,1358.65,1.895) 0.0137581 car[26]_at:135.1_Dist:0.555325 car[47]_at:135.1_Dist:0.343814 car[383]_at:230.1_Dist:0.051415 car[5827]_at:2037.1_Dist:0.022214 car[6902]_at:2313.1_Dist:0.013758
:a27_13 (1925.41,1357.33,1.895) 0.0550134 car[145]_at:315.1_Dist:0.238579 car[1595]_at:783.1_Dist:0.055013
:a27_16 (1941.47,1356,1.895) 0.0499014 car[10]_at:97.1_Dist:3.794822 car[141]_at:105.1_Dist:2.344721 car[116]_at:125.1_Dist:1.071359 car[96]_at:189.1_Dist:0.610177 car[1188]_at:551.2_Dist:0.571402 car[1227]_at:553.5_Dist:0.419725 car[2058]_at:833.5_Dist:0.396496 car[4783]_at:1645.1_Dist:0.325462 car[7983]_at:2645.1_Dist:0.049901
:a27_17 (1936.87,1363.69,1.895) 0.011 car[145]_at:355.1_Dist:1.259739 car[166]_at:447.1_Dist:0.582799 car[715]_at:625.5_Dist:0.491098 car[925]_at:628.1_Dist:0.489829 car[2351]_at:1066.1_Dist:0.439926 car[2720]_at:1166.1_Dist:0.115117 car[3696]_at:1614.3_Dist:0.011000
:a27_3 (1944.94,1369.61,1.895) 9.62815e-05 car[126]_at:75.6_Dist:1.477900 car[724]_at:315.1_Dist:0.453524 car[985]_at:405.1_Dist:0.333738 car[2968]_at:1035.1_Dist:0.289002 car[3090]_at:1125_Dist:0.093914 car[3666]_at:1230.1_Dist:0.071249 car[6959]_at:2303.1_Dist:0.000096
:a27_4 (1945.6,1373.03,1.895) 0.00193878 car[16]_at:45.1_Dist:0.243628 car[218]_at:139.3_Dist:0.079477 car[1242]_at:442.5_Dist:0.076622 car[1386]_at:507.1_Dist:0.066279 car[1643]_at:590.6_Dist:0.001939
:a27_8 (1925.61,1380.41,1.895) 0.0150935 car[220]_at:191.6_Dist:8.937219 car[282]_at:211.5_Dist:0.800721 car[1110]_at:541.1_Dist:0.184552 car[1719]_at:723.1_Dist:0.177501 car[3187]_at:1175.1_Dist:0.015093
:a27_9 (1918.47,1372.41,1.895) 0.014402 car[19]_at:271.7_Dist:2.018606 car[432]_at:276.1_Dist:1.672971 car[924]_at:456.1_Dist:0.610217 car[2790]_at:1171.1_Dist:0.286872 car[5316]_at:1890.9_Dist:0.014402
:a28_0 (1070.51,1700.41,1.895) 0.00563103 car[6]_at:113.1_Dist:0.100160 car[1699]_at:717.6_Dist:0.098959 car[3177]_at:1164.1_Dist:0.082111 car[6938]_at:2346.1_Dist:0.013539 car[9832]_at:3324.1_Dist:0.005631
:a28_1 (1069.1,1704.51,1.895) 0.039 car[11]_at:52.1_Dist:1.289656 car[281]_at:134.1_Dist:0.169930 car[3147]_at:1090.1_Dist:0.039000
:a28_3 (1073.66,1704.82,1.895) 0.0128821 car[174]_at:148.1_Dist:4.991872 car[189]_at:151.1_Dist:4.384040 car[733]_at:279.5_Dist:2.728216 car[536]_at:297.1_Dist:1.818595 car[738]_at:329.1_Dist:1.531267 car[768]_at:381.1_Dist:0.698236 car[1070]_at:476.1_Dist:0.053209 car[8646]_at:2829.4_Dist:0.018467 car[11096]_at:3619.1_Dist:0.012882
:a29_0 (1900.19,1286.55,1.895) 0.0039311 car[841]_at:592.3_Dist:0.069573 car[2396]_at:862.1_Dist:0.042966 car[2597]_at:950.3_Dist:0.022079 car[6775]_at:2285.1_Dist:0.003931
:a2_0 (1811.58,1126.72,1.895) 0.110401 car[473]_at:324.1_Dist:1.270915 car[841]_at:511.3_Dist:0.706835 car[1038]_at:521.7_Dist:0.428463 car[1259]_at:702.2_Dist:0.283550 car[4382]_at:1598.6_Dist:0.260366 car[8725]_at:3034.6_Dist:0.110401
:a30_0 (938.927,1679.36,1.895) 0.00107114 car[225]_at:123.1_Dist:5.483304 car[6]_at:126.1_Dist:5.475390 car[24]_at:129.1_Dist:4.981210 car[335]_at:156.1_Dist:0.007215 car[5740]_at:2130.5_Dist:0.001071
:a30_1 (943.259,1682.04,1.895) 0.85566 car[1349]_at:472.1_Dist:1.546939 car[2808]_at:942.2_Dist:0.855660
:a30_3 (940.644,1682.5,1.895) 0.000234058 car[61]_at:119.8_Dist:0.048112 car[2698]_at:991.1_Dist:0.008802 car[4500]_at:1542.7_Dist:0.003247 car[6939]_at:2333.5_Dist:0.000234
:a31_1 (1116.99,1716.13,1.895) 0.0181612 car[225]_at:107.1_Dist:3.319372 car[79]_at:171.1_Dist:1.434037 car[608]_at:353.1_Dist:1.257790 car[649]_at:358.1_Dist:1.153873 car[1693]_at:711.1_Dist:0.911593 car[1782]_at:719.1_Dist:0.243713 car[2116]_at:803.5_Dist:0.043892 car[3424]_at:1258.5_Dist:0.022634 car[8630]_at:2891.1_Dist:0.018161
:a31_3 (1124.01,1721.87,1.895) 0.151722 car[331]_at:159.1_Dist:6.042561 car[354]_at:161.1_Dist:5.430653 car[508]_at:213.1_Dist:1.631278 car[350]_at:226.1_Dist:1.460404 car[557]_at:233_Dist:1.442613 car[570]_at:234.2_Dist:0.943236 car[577]_at:236.6_Dist:0.651913 car[631]_at:252.1_Dist:0.614507 car[743]_at:288.1_Dist:0.305961 car[822]_at:314.1_Dist:0.178200 car[1534]_at:555.1_Dist:0.177352 car[2012]_at:703.1_Dist:0.157056 car[2799]_at:1014.7_Dist:0.151722
:a31_4 (1118.03,1719.48,1.895) 0.155044 car[432]_at:181.1_Dist:1.414781 car[832]_at:344.1_Dist:1.074362 car[2390]_at:848.1_Dist:0.905435 car[4550]_at:1520.1_Dist:0.155044
:a31_5 (1120.77,1716.03,1.895) 0.0101533 car[412]_at:175.1_Dist:1.847912 car[4550]_at:1532.1_Dist:0.066985 car[8897]_at:2952.1_Dist:0.010153
:a32_2 (1162.51,1730.42,1.895) 0.0181131 car[6]_at:106.1_Dist:4.463521 car[24]_at:109.1_Dist:3.070001 car[89]_at:170.1_Dist:1.061973 car[704]_at:357.1_Dist:0.446536 car[806]_at:366.1_Dist:0.111056 car[1939]_at:854.1_Dist:0.018113
:a32_5 (1165.14,1734.71,1.895) 0.0264325 car[11]_at:60.1_Dist:0.399692 car[281]_at:143.1_Dist:0.109258 car[2257]_at:786.1_Dist:0.098996 car[3806]_at:1280.1_Dist:0.071945 car[3917]_at:1414.1_Dist:0.026432
:a33_0 (1971.7,1495.68,1.895) 0.00149884 car[156]_at:76.1_Dist:0.203910 car[699]_at:254.6_Dist:0.168558 car[1571]_at:540.1_Dist:0.117527 car[1790]_at:612.1_Dist:0.019025 car[4009]_at:1321.7_Dist:0.005270 car[6270]_at:2071.6_Dist:0.001970 car[6681]_at:2183.1_Dist:0.001499
:a34_0 (1965.9,1458.33,1.895) 0.00569388 car[16]_at:34.1_Dist:11.394405 car[28]_at:37.1_Dist:5.210063 car[37]_at:39.3_Dist:1.892550 car[53]_at:46_Dist:0.546446 car[139]_at:73.1_Dist:0.444334 car[150]_at:75.4_Dist:0.321514 car[525]_at:200.1_Dist:0.256979 car[541]_at:205.1_Dist:0.005694
:a34_2 (1961.82,1470.63,1.895) 0.0143673 car[6]_at:32.1_Dist:0.440589 car[79]_at:91.1_Dist:0.263471 car[363]_at:181.1_Dist:0.174228 car[578]_at:217.1_Dist:0.027820 car[8630]_at:2812.1_Dist:0.014367
:a34_3 (1948.32,1473.86,1.895) 0.0157463 car[0]_at:41.1_Dist:3.511859 car[11]_at:181.1_Dist:0.441488 car[178]_at:185.1_Dist:0.233233 car[557]_at:361_Dist:0.124894 car[822]_at:453.1_Dist:0.015746
:a34_4 (1941.53,1471.11,1.895) 0.0848555 car[56]_at:147.1_Dist:4.560165 car[640]_at:333.1_Dist:3.663902 car[932]_at:495.1_Dist:0.319690 car[4334]_at:1510.3_Dist:0.300927 car[7139]_at:2477.4_Dist:0.279038 car[9519]_at:3212.1_Dist:0.084856
:a34_5 (1949.42,1470.32,1.895) 0.00204042 car[26]_at:145.1_Dist:3.512622 car[35]_at:148.1_Dist:0.201747 car[228]_at:225.1_Dist:0.192930 car[860]_at:433.1_Dist:0.054394 car[1451]_at:611.1_Dist:0.038292 car[3496]_at:1318.3_Dist:0.023402 car[7233]_at:2480.4_Dist:0.002495 car[7333]_at:2501.4_Dist:0.002040
:a34_8 (1948.72,1467.1,1.895) 0.0152446 car[6]_at:33.1_Dist:2.272920 car[89]_at:95.1_Dist:0.478405 car[1301]_at:455.5_Dist:0.036145 car[3544]_at:1183.1_Dist:0.015245
:a35_0 (913.514,1823.66,1.895) 0.0056355 car[11]_at:31.1_Dist:1.106226 car[557]_at:204_Dist:0.434839 car[866]_at:301.1_Dist:0.368351 car[1135]_at:390.1_Dist:0.251373 car[6896]_at:2243.1_Dist:0.005636
:a35_1 (912.995,1824.35,1.895) 0.278967 car[981]_at:340.1_Dist:0.278967
:a36_0 (899.801,1871.05,1.895) 0.238747 car[577]_at:205.6_Dist:1.233738 car[1349]_at:458.1_Dist:0.338286 car[7735]_at:2510.1_Dist:0.238747
:a37_0 (1847.02,1357.78,1.895) 0.0817826 car[141]_at:95.1_Dist:2.714698 car[220]_at:185.6_Dist:2.507387 car[19]_at:249.7_Dist:2.007022 car[479]_at:297.1_Dist:1.873809 car[528]_at:301.4_Dist:0.740301 car[594]_at:308.7_Dist:0.215241 car[690]_at:339.1_Dist:0.106415 car[6011]_at:2062.6_Dist:0.081783
:a39_1 (836.34,1414.11,1.895) 0.00128793 car[3]_at:42.1_Dist:0.472627 car[96]_at:68.1_Dist:0.264642 car[690]_at:264.1_Dist:0.014134 car[1178]_at:426.1_Dist:0.001288
:a39a_0 (830.28,1420.5,1.895) 0.00322639 car[36]_at:43.1_Dist:3.780607 car[66]_at:53.1_Dist:1.702251 car[57]_at:56.1_Dist:0.052595 car[3451]_at:1278.1_Dist:0.003226
:a39a_2 (826.229,1416.37,1.895) 0.00177585 car[3]_at:41.1_Dist:0.402456 car[454]_at:184.5_Dist:0.365204 car[1110]_at:405.1_Dist:0.251737 car[1376]_at:494.4_Dist:0.248155 car[1961]_at:678.1_Dist:0.210441 car[2189]_at:751.1_Dist:0.019706 car[3135]_at:1054.3_Dist:0.001776
:a3_0 (1858.69,1119.13,1.895) 0.00612205 car[123]_at:241.1_Dist:2.338360 car[51]_at:340.1_Dist:0.358821 car[166]_at:340.1_Dist:0.327358 car[473]_at:340.1_Dist:0.177626 car[283]_at:350.5_Dist:0.133003 car[1426]_at:754.1_Dist:0.040151 car[2135]_at:898.1_Dist:0.006122
:a3_4 (1860.52,1114.42,1.895) 0.0254262 car[26]_at:95.1_Dist:4.076055 car[47]_at:95.1_Dist:1.947950 car[35]_at:96.1_Dist:0.983712 car[365]_at:213.1_Dist:0.457896 car[640]_at:305.1_Dist:0.258559 car[855]_at:405.5_Dist:0.248552 car[1187]_at:509.1_Dist:0.098266 car[1582]_at:615.1_Dist:0.030261 car[8431]_at:2784.1_Dist:0.025426
:a40_0 (846.251,1389.2,1.895) 0.156801 car[1114]_at:670.1_Dist:2.251470 car[1880]_at:883.4_Dist:1.664671 car[1892]_at:912.4_Dist:1.011995 car[5232]_at:1981.4_Dist:0.423533 car[6371]_at:2328.8_Dist:0.280730 car[7837]_at:2799.1_Dist:0.216114 car[10802]_at:3739.5_Dist:0.156801
:a40_1 (850.048,1406.05,1.895) 0.0025924 car[19]_at:46.7_Dist:0.610150 car[228]_at:115.1_Dist:0.002592
:a40_2 (849.924,1395.28,1.895) 0.000811124 car[3]_at:44.1_Dist:9.504179 car[32]_at:50.2_Dist:0.301587 car[202]_at:105.1_Dist:0.161245 car[1008]_at:374.1_Dist:0.116901 car[2530]_at:876.1_Dist:0.073597 car[2857]_at:973.1_Dist:0.037433 car[2869]_at:977.1_Dist:0.022814 car[4485]_at:1495.1_Dist:0.014917 car[6793]_at:2248.1_Dist:0.000811
:a41_0 (840.755,1379.58,1.895) 0.00955008 car[32]_at:52.2_Dist:1.453246 car[454]_at:188.5_Dist:1.264513 car[520]_at:219.1_Dist:0.568593 car[587]_at:233.5_Dist:0.161169 car[1295]_at:466.1_Dist:0.112451 car[640]_at:477.1_Dist:0.029744 car[9717]_at:3173.5_Dist:0.009550
:a41_1 (837.24,1382.83,1.895) 0.00677615 car[788]_at:300.1_Dist:1.072314 car[1880]_at:885.4_Dist:0.723070 car[4730]_at:1563.1_Dist:0.051575 car[10984]_at:3718.1_Dist:0.006776
:a42_0 (830.799,1382.03,1.895) 0.0197714 car[168]_at:159.1_Dist:6.068746 car[320]_at:197.1_Dist:3.111783 car[5]_at:230.1_Dist:1.069457 car[100]_at:239.1_Dist:0.097974 car[990]_at:604.1_Dist:0.081454 car[1064]_at:608.1_Dist:0.030976 car[10304]_at:3556.1_Dist:0.019771
:a42_2 (831.749,1377.69,1.895) 0.355419 car[144]_at:126.1_Dist:3.629198 car[876]_at:370.1_Dist:0.692815 car[4447]_at:1488.1_Dist:0.684110 car[4254]_at:1589.1_Dist:0.376669 car[7837]_at:2802.1_Dist:0.355419
:a43_0 (1841.42,884.285,1.895) 0.238122 car[16]_at:112.1_Dist:4.782277 car[272]_at:234.1_Dist:2.147616 car[766]_at:569.4_Dist:0.288429 car[6534]_at:2351.1_Dist:0.238122
:a43_2 (1837.29,878.992,1.895) 0.00259353 car[37]_at:113.3_Dist:6.862025 car[78]_at:115.1_Dist:5.695796 car[117]_at:119.3_Dist:4.183920 car[133]_at:120.7_Dist:3.479506 car[10]_at:133.1_Dist:2.039465 car[270]_at:222.3_Dist:0.961194 car[170]_at:264.1_Dist:0.853250 car[494]_at:322.1_Dist:0.065993 car[2015]_at:921.2_Dist:0.032496 car[2855]_at:1052.1_Dist:0.011974 car[8951]_at:3042.1_Dist:0.002594
:a43_4 (1831.7,882.954,1.895) 0.450823 car[173]_at:387.8_Dist:0.450823
:a44_1 (1847.02,869.326,1.895) 0.238981 car[13]_at:77.1_Dist:0.299135 car[748]_at:279.1_Dist:0.286849 car[991]_at:380.1_Dist:0.278067 car[4721]_at:1592.1_Dist:0.238981
